"subj_code","condition","desktop_conf","attent_conf","prevalence","latent_feature","LS_bias_probe_stim","scale_orient","instr_tests","LS_bias_probe_rating","explanation","bluefeet_choice","bluebeak_choice","typical_choice","bluefeet_bluebeak_choice","age","gender","tech_issues","rating_rec"
"zEu3vG60SGrX",1,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_left",1,5,"There is just as much chance of it being either mutation as learnt earlier","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",37,"1: male",NA,0
"ZG6x5SCrFJeR",1,"1: I confirm","1: I will take it seriously","presented","feet","probe_amb_beak.png","narrow_left",1,5,"I can only see the beak. Both mutations named on the probability scale can cause a blue beak so they are both equally likely.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",29,"2: female","No issues. Thank you!",0
"07B3m0455AmZ",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"they are both as likely to be true as each other as given the information we have just read","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has PIX67 mutation (blue beak and blue feet) and a TOX20 mutation (blue beak).",44,"2: female","i came across no errors",0
"0Ht1gtPGTfZD",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"equally like to have a blue or yellow beak","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",63,"1: male","all good",0
"1yGdQNYsOQic",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"There is no greater probability of one mutation over the other. As we cannot see the beak, we cannot judge. It remains equal probability.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",59,"4: prefer not to say","I cannot answer your question about gender as it is not written in meaningful English. Firstly, like most people, I do not 'identify' as anything. This is a cult term with ideological undertones that I do not subscribe to. 
Secondly, gender is a word misappropriated from linguistics for political use by an anti-science, quasi-religious cult and the word has no meaning in human biology. I have a sex. It is fixed at the moment of conception and unalterable and comes in two types only. Consequently your question makes no sense if it is sex that you are referring to. I do not have a gender since I do not indulge in childish fantasies or anti-science religious bunk.",0
"2oB4JaAAYLRL",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",2,5,"Because we can't see the beak, there is a 50/50 chance it could be blue","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",54,"2: female",NA,0
"5TA1zUIp8cIo",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"You cant tell if it has a blue beak .. So I went in the middle.. ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",58,"1: male","None",0
"7JuXRw0arPKo",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"I gave the rating I did because I was unable to see the ducks beak, so it was likely he could have had blue feet and a blue beak just as it was likely he only had blue feet","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a TOX20 mutation (blue beak) and a NAX20 mutation (blue feet).",30,"1: male","n/a",0
"7PBgyzstHCFt",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"As you cannot see the ducks beak and both cases are equally likely I felt it was equally likely to be either option.","This duck has no mutation affecting beak and feet color.","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",39,"2: female","No errors, all worked well",0
"7QvpCefMreiS",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,0,"We cannot see the ducks beak so cannot determine if the duck has both mutations. Therefore based on the picture of the ducks blue feet I believe it has only the NAX20 mutation.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",52,"2: female","I found no errors in the study. Thank you.",-5
"9StNteTdeEd9",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,10,"I felt it was PIX67 based on the 5% probability. 


","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has PIX67 mutation (blue beak and blue feet) and a TOX20 mutation (blue beak).","This duck has a PIX67 mutation (blue beak and blue feet) and NAX20 mutation (blue feet).",51,"2: female",NA,5
"9WYrwVLNR61a",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",2,5,"Because the chance of either mutation is equally likely as mutations occur equally often in the population","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",30,"2: female",NA,0
"a1pSFnxsJ9Al",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"Because all mutations are equally likely to occur, so the duck has blue feet but we can't see its beak","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",27,"2: female",NA,0
"AhtnfmJRv7Xe",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",3,5,"cant see the beak so unable to determine","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",26,"1: male",NA,0
"APzYLROHyoBT",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",2,5,"Both mutations causing Blue feet are equally likely, I do not have enough information to make a decision  between the two as I would need to see the beak","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",65,"1: male","none, any mistakes are my own!",0
"bBP0Rr1xdFvP",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"In retrospect not sure I read it right.  I thought the two poles were one side blue only, other side blue feet and head.   I could not see the head, but saw the feet, so it is equally likely that it is the mutation with both mutations or only the blue mutation, since the three mutations occur equally often ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",70,"2: female","it was fine, no problems.  I was not sure of my answers because the duck could have two mutations.   Kind of boggled my mind!",0
"bCmiR2i2KwRG",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"Without seeing the duck it's equally likely the mutation is only feet or feet and beak, as they are equal chances","This duck has a NAX20 mutation (blue feet).","This duck has a NAX20 mutation (blue feet).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",41,"2: female","n/a",0
"cENgxdnsjNE3",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"We know that it has blue feet but we don't know what colour its beak is, so the blue feet only gene is just as likely as blue feet and beak.","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",33,"2: female","No errors.",0
"CV2qSPAmRRnY",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",2,5,"all mutations occur equally, hence if only blue feet are visible, this duck could belong to either group","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",68,"1: male","no problems encountered",0
"d7bl4clt1rdL",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"I gave the ratings I did because the scenario clearly stated that all three mutations (PIX67, TOX20, NAX20) occur equally often in the duck population of Lake Caldazzo. This means that each duck has the same chance of having any of these mutations. Additionally, the mutations occur independently of each other, meaning that having one mutation does not affect the likelihood of having another mutation. As for the percentage of ducks with a blue beak, the scenario explicitly mentioned that 5% of the ducks in the population have a blue beak. Therefore, my ratings were based on the information provided in the scenario, which emphasized the equal occurrence of mutations and their independent nature.




","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",31,"2: female","none",0
"EA0rsge9RjOo",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",1,5,"We can't see the beak in the picture so it could be either the blue feet, blue beak  mutation, or the  blue feet only mutation, ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has PIX67 mutation (blue beak and blue feet) and a TOX20 mutation (blue beak).",65,"1: male","all seemed ok.",0
"eJsghIf7jw7g",3,"1: I confirm","1: I will take it seriously","presented","beak","probe_amb_feet.png","narrow_left",2,5,"I think as the duck has blue feet it has a probability of being either. ","This duck has a NAX20 mutation (blue feet).","This duck has a TOX20 mutation (blue beak).","This duck has no mutation affecting beak and feet color.","This duck has a PIX67 mutation (blue beak and blue feet).",62,"2: female","I did not see any errors. ",0
