"subj_code","condition","desktop_conf","attent_conf","scale_orient","dv_query","instr_tests","DV_rating","explanation","age","gender","tech_issues","rating_rec"
"J1o1aBdHNdF0",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",2,3,"i was following the original text & applying it o patient 53",67,"1: male",NA,-2
"TTcpLuUggPtH",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"We only know that there are abnormal gludon levels. Both mutatations can cause this and we know one of the mutations must be present so either would be satisfactory with the given information",35,"1: male",NA,0
"0EAiNlkiFUcf",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"I think that as both mutations are equally likely to occur in a person, then the chances of that individual having abnormal Lian blood levels is equally likely.",29,"2: female","no errors occurred during the study",0
"UFve75ceeA6F",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,0,"Because of the levels they definitely have at least that, but it's not certain if they have the other based on the results.",36,"2: female",NA,-5
"GOklEpv3Ff6g",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,0,"I assume it's better to just have one of the mutations and not both",56,"2: female",NA,-5
"ubFQAK1Asm5r",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",2,5,"Both conditions are tied to Gludon level and both conditions are equally prevalent. Therefore, the chance of a particular condition is 50/50.",29,"2: female","n/a",0
"9UzvJTfj5gNd",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,3,"THE PATIENT HAS ALREADY BEEN CONFIMED TO HAVE THE BIC2 CONDITION BUT IT IS EQUALLY POSSIBLE THEY HAVE TAW4",52,"2: female",NA,-2
"eiJvEWei4Zj7",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"The previous/original text statement said that Mut-Bic2 & Mut-Taw4 are equally as likely to occur in a person.",23,"1: male",NA,0
"y4So5AGJSzoV",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"Because people are equally likely to have each mutation",51,"2: female",NA,0
"gjZ66CpsBn3F",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"There is a possibility but no guarantee that the patient carries both abnormalities.",44,"1: male",NA,0
"y5j5wfzY0eTG",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"It is equally likely that it could be either mutation",63,"2: female","All looked fine to me",0
"TsFMr302xCqx",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"I was told that it a person is equally likely to have either mutation. I know that the person has a mutation but at the moment it could be either.",53,"1: male",NA,0
"mHR9sTBV1IZY",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,0,"It was most probably the first mutation because there was shown evidence of it. ",21,"2: female","/",-5
"4dwdx4H2DwLt",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"We don't have enough information to know which condition the patient has, but we do know that both conditions cause the symptoms that they display, so it could be either condition.",37,"1: male","No errors.",0
"PTOI7k4P4SGX",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"Both mutations can cause abnormal Gludan levels and they are equally likely to occur so there isn't enough information to determine which one it is at this stage",46,"1: male",NA,0
"SJcYRYRJqAjO",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"they are both dangerous so it doesnt matter which one it is",33,"2: female",NA,0
"nvTYKtldcOQC",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"because the chances of either causing the disorder, without knowing the other level, then you can't determine what the disorder is",42,"2: female","none",0
"aVrE75NGkMtB",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,3,"As there is no Lian level known, we can't say for sure if there is Twa4 present. ",38,"1: male",NA,-2
"jcV3p0kFlB0W",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,2,"As the occurrence of Mut-Taw4 is indicated by abnormal Lian levels and this occurs in only 5% of cases I reasoned that it is more likely that an individual has Mut-Bic2 if the Gludon levels only are indicated as being abnormal.",53,"1: male","No errors found",-3
"vpGUOZ63b31n",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"As it is equally likely that a person would have both mutations then i have chosen the equal option ",40,"2: female","the use of the word satisfying in the option isn't correct, it should be likely ",0
"dQFSGH9FOQ1U",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,0,"This rating was based on the fact that the person had abnormal results",55,"2: female","none",-5
"Ay0Kbg8WzinF",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,4,"given the context it's more likely that the patient has mut-bic2 over mut-taw",24,"4: prefer not to say","not at all",-1
"l8DhRqYarD8q",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"we cant rule out ""mut-taw4"" until we test for lian blood levels, as both are possible until that is ascertained",37,"1: male",NA,0
"9iHsUbXbrhC2",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"It hasn't given me any information whether or not either of the two are 'worse' and so it doesn't matter which mutation the patient has.",31,"2: female","n/a",0
"hioJX4rjXYIo",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,8,"Because of the abnormal levels of both Lian and Gludon in the patients blood i went more on the side of Mut-Taw4 mutation ",49,"1: male",NA,3
"leipZH8Oqfbc",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,3,"I'm no expert but I imagine only having one type of gludon cells as abnormal is a better outcome than both types being abnormal",59,"2: female",NA,-2
"j7TywvNXpfpv",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",3,7,"Due to the changes in the boood types. ",33,"1: male",NA,2
"jc0X5qhGFx4t",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,0,"Not sure what the combined outcome of having both Bic 2 and Bic 4 but presume that it is worse than having Bic 2 alone.",71,"2: female",NA,-5
"dl6lGr0yHaea",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,3,"Since we have not tested her Lian blood levels yet, we cannot just assume that she also has the gene mutation Mut-Taw4 until tested",21,"2: female",NA,-2
"09JwfmuBFGOq",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"it's equally like that they have Mut-Bic2 Mut-Taw4, since they both cause abnormal Gludon blood levels.
  ",42,"1: male",NA,0
"WDPSdu3lyl18",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"I don't have a preference for either genetic trait, and either one will provide an explanation. Each is as likely as the other. 

I'm also not entirely sure what 'satisfying' means in this scenario to be honest. Knowing which gene mutation is present doesn't satisfy me.",36,"1: male",NA,0
"rF52GCJnJHlA",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"Both are equally likely in the population and both cause altered G levels, the only information we're given.",39,"1: male",NA,0
"aaJwXFiHpGP4",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,0,"Having just one issue is more satisfactory than having multiple issues.",31,"2: female",NA,-5
"4jMOaiIyaqeH",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"There was no preference for one over the other",43,"1: male",NA,0
"mtWIJSP9QFcx",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,2,"From the data provided, we can only be certain that one of the mutations (the single one) is the cause, but the possibility remains that the other type of mutation the cause.",62,"1: male","No errors.",-3
"hsNLguiRYZJu",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"The same number of people in the general population have both Gludon and Lian blood levels so it feasible that if the patient has one they will have the other.",55,"2: female",NA,0
"DppP54PbLXI0",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"  Because Mut-Bic2 and Mut-Taw4 occur equally often in the general population.",29,"1: male","Quite insightful",0
"uX9PLj3cLVSk",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"Both are equally as likely to occur so there is also an equal chance that Lians would be found in the patient.",30,"2: female","no, it works very well. thank you so much",0
"544kpr98jU7o",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,0,"Because it's better to have just found the gludon levels and not the lian levels ",29,"2: female",NA,-5
"Pzg1bMK56BE6",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"The patient has raised Gludon levels so we know they definitely have Mut-Bic2. Given that both mutations are equally prevalent, without knowing the Lian level it is equally likely they have either mutation.",47,"1: male","Nothing spotted",0
"u2RRkKJ24ByK",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"both mutations could have given the result and as an equal chance of either mutation could be either",56,"2: female",NA,0
"OTphYwFbGTAd",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",2,7,"higher % if have Mut-Bic2 to have Mut-Taw4 as well",35,"1: male",NA,2
"6rIiE4t8B6E5",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,5,"As both conditions are equally likely and both alter gludon levels, further tests must be conducted to define which it is. ",23,"2: female",NA,0
"78hPWnFJHoCy",3,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction_would",1,2,"Neither of the mutations is something that someone would wish for, but mut bic 2 does not affect lian blood levels whereas the other one does. Therefore it would be marginally better to have the mutation that only affects one condition of the blood than two. ",49,"2: female",NA,-3
